Variant-ID	Gene-name	Family-ID	Lineage-ID	Class	Blacklisted
C2|tet(S)/tet(M)|tetRPG-11_41|LMS|Ruppe_2019|KF630268.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(S)/tet(M)|tetRPG-11_33|EMV|ResFinder|M21136.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(S)/tet(M)|tetRPG-11_9|EMV|ResFinderFG|KX125467.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(S)/tet(M)|tetRPG-11_36|EMV|ResFinder|U08812.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(S)/tet(M)|tetRPG-11_32|EMV|ResFinder|FN433596.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(S)/tet(M)|tetRPG-11_14|ECV|ResFinderFG|KX126988.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(S)/tet(M)|tetRPG-11_28|ECV|ResFinder|JN846696.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(S)/tet(M)|tetRPG-11_27|EMV|ResFinder|FR671418.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(S)/tet(M)|tetRPG-11_30|EMV|ResFinder|X56353.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(S)/tet(M)|tetRPG-11_21|EMV|ResFinderFG|KU545385.1	tet(S)/tet(M)	C2|tet(S)/tet(M)|tetRPG-11_1|EMV|ResFinder|HM367711.1	C2|tet(S)/tet(M)|tetRPG-10_1|EMV|ResFinder|X92946.1	tetM	
C2|tet(T)|tetRPG-12_1|ECV|ResFinder|AY660530.1	tet(T)	C2|tet(T)|tetRPG-12_2|ECV|ResFinder|L42544.1	C2|tet(T)|tetRPG-12_2|ECV|ResFinder|L42544.1	tetM	
C2|tet(T)|tetRPG-12_2|ECV|ResFinder|L42544.1	tet(T)	C2|tet(T)|tetRPG-12_2|ECV|ResFinder|L42544.1	C2|tet(T)|tetRPG-12_2|ECV|ResFinder|L42544.1	tetM	
C2|tet(T)|tetRPG-12_3|LCP|Victor_2025|HoATET_rpg_sequ6ence	tet(T)	C2|tet(T)|tetRPG-12_2|ECV|ResFinder|L42544.1	C2|tet(T)|tetRPG-12_2|ECV|ResFinder|L42544.1	tetM	
C2|tet(V)|tet-17_2|ECV|ResFinder|AF030344.1	tet(V)	C2|tet(V)|tet-17_2|ECV|ResFinder|AF030344.1	C2|tet(V)|tet-17_2|ECV|ResFinder|AF030344.1	tetM	
C2|tet(V)|tet-17_1|ECV|CARD|AAB84282.1	tet(V)	C2|tet(V)|tet-17_2|ECV|ResFinder|AF030344.1	C2|tet(V)|tet-17_2|ECV|ResFinder|AF030344.1	tetM	
C2|tet(X)|tetX-12_10|LMS|Ruppe_2019|KF629688.1_2	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_3|EMV|ResFinder|MK134376.1	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_4|LMP|Victor_2025|SeFTET_enz_sequ1ence	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_5|LMP|Victor_2025|SeATET_enz_sequ1ence	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_11|LMS|Ruppe_2019|KF628499.1	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_8|LMP|Victor_2025|HiFTET_enz_sequ2ence	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_13|LMS|Ruppe_2019|KF628469.1	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_9|LMP|Victor_2025|HiATET_enz_sequ1ence	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_1|EMV|ResFinder|M37699.1	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_14|LMS|Ruppe_2019|KF627923.1_2	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_6|LMP|Victor_2025|HoFTET_enz_sequ2ence	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_16|LMS|Ruppe_2019|MC3.MG41.AS1.GP1.C9847.G2	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_12|LMS|Ruppe_2019|KF628479.1	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_7|LMP|Victor_2025|HoATET_enz_sequ1ence	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-12_15|LMS|Ruppe_2019|KF627902.1_2	tet(X)	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-14_3|EMV|ResFinder|AB097942.1	tet(X)	C2|tet(X)|tetX-14_1|EMV|ResFinder|CP040912.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-14_1|EMV|ResFinder|CP040912.1	tet(X)	C2|tet(X)|tetX-14_1|EMV|ResFinder|CP040912.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X)|tetX-14_2|EMV|ResFinder|MN507533.1	tet(X)	C2|tet(X)|tetX-14_1|EMV|ResFinder|CP040912.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(X1)|tetX-2_5|LCS|Ruppe_2019|KF627923.1_1	/tet(X1)	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	tetX	
C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	/tet(X1)	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	tetX	
C2|tet(X1)|tetX-2_8|LCS|Ruppe_2019|KF629840.1	/tet(X1)	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	tetX	
C2|tet(X1)|tetX-2_4|LCS|Ruppe_2019|KF629688.1_1	/tet(X1)	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	tetX	
C2|tet(X1)|tetX-2_2|LCP|Victor_2025|SeFTET_enz_sequ2ence	/tet(X1)	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	tetX	
C2|tet(X1)|tetX-2_7|LCS|Ruppe_2019|MC3.MG37.AS1.GP1.C26183.G1	/tet(X1)	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	tetX	
C2|tet(X1)|tetX-2_6|LCS|Ruppe_2019|KF627902.1_1	/tet(X1)	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	tetX	
C2|tet(X1)|tetX-2_3|LCP|Victor_2025|HiFTET_enz_sequ3ence	/tet(X1)	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	C2|tet(X1)|tetX-2_1|ECV|CARD|CAC47933.1	tetX	
C2|tet(X3)|tetX-13_1|EMV|ResFinder|MK134375.1	tet(X3)	C2|tet(X3)|tetX-13_1|EMV|ResFinder|MK134375.1	C2|tet(X)|tetX-12_2|EMV|ResFinder|GU014535.1	tetX	
C2|tet(Y)|tetEFF-20_1|EMV|ResFinder|AB089606.1	tet(Y)	C2|tet(Y)|tetEFF-20_2|EMV|ResFinder|EF495198.1	C2|tet(Y)|tetEFF-20_2|EMV|ResFinder|EF495198.1	tetX	
C2|tet(Y)|tetEFF-20_2|EMV|ResFinder|EF495198.1	tet(Y)	C2|tet(Y)|tetEFF-20_2|EMV|ResFinder|EF495198.1	C2|tet(Y)|tetEFF-20_2|EMV|ResFinder|EF495198.1	tetX	
C2|tet(Z)|tetEFF-21_1|EMV|ResFinder|AF121000.1	tet(Z)	C2|tet(Z)|tetEFF-21_1|EMV|ResFinder|AF121000.1	C2|tet(Z)|tetEFF-21_1|EMV|ResFinder|AF121000.1	tetX	
C2|tet1|tetRPG-15_1|ECV|ResFinder|M74049.1	tet1	C2|tet1|tetRPG-15_1|ECV|ResFinder|M74049.1	C2|tet1|tetRPG-15_1|ECV|ResFinder|M74049.1	tetX	
C2|tetA(46)|tet-18_1|ECV|ResFinder|HQ652506.1	tetA(46)	C2|tetA(46)|tet-18_1|ECV|ResFinder|HQ652506.1	C2|tetA(46)|tet-18_1|ECV|ResFinder|HQ652506.1	tetX	
C2|tetA(58)|tet-2_1|ECV|CARD|APB03214.1	tetA(58)	C2|tetA(58)|tet-2_1|ECV|CARD|APB03214.1	C2|tetA(58)|tet-2_1|ECV|CARD|APB03214.1	tetX	
C2|tetA(60)|tet-19_1|ECV|ResFinder|KX000272.1	tetA(60)	C2|tetA(60)|tet-19_1|ECV|ResFinder|KX000272.1	C2|tetA(60)|tet-19_1|ECV|ResFinder|KX000272.1	tetX	
C2|tetA(P)|tet-20_2|EMV|ResFinder|L20800.1	tetA(P)	C2|tetA(P)|tet-20_3|EMV|ResFinder|AB054980.1	C2|tetA(P)|tet-20_3|EMV|ResFinder|AB054980.1	tetX	
C2|tetA(P)|tet-20_3|EMV|ResFinder|AB054980.1	tetA(P)	C2|tetA(P)|tet-20_3|EMV|ResFinder|AB054980.1	C2|tetA(P)|tet-20_3|EMV|ResFinder|AB054980.1	tetX	
C2|tetA(P)|tet-20_1|EMV|ResFinder|AB001076.1	tetA(P)	C2|tetA(P)|tet-20_3|EMV|ResFinder|AB054980.1	C2|tetA(P)|tet-20_3|EMV|ResFinder|AB054980.1	tetX	
C2|tetA|tet-4_1|EMV|CARD|NP_862226.1	tetA	C2|tetA|tet-4_1|EMV|CARD|NP_862226.1	C2|tetA|tet-4_1|EMV|CARD|NP_862226.1	tetX	
C2|tetB(46)|tet-21_1|ECV|ResFinder|HQ652506.1	tetB(46)	C2|tetB(46)|tet-21_1|ECV|ResFinder|HQ652506.1	C2|tetB(46)|tet-21_1|ECV|ResFinder|HQ652506.1	tetX	
C2|tetB(58)|tet-3_1|ECV|CARD|APB03215.1	tetB(58)	C2|tetB(58)|tet-3_1|ECV|CARD|APB03215.1	C2|tetB(58)|tet-3_1|ECV|CARD|APB03215.1	tetX	
C2|tetB(58)|tetEFF-112_1|ECV|CARD|APB03215.1	tetB(58)	C2|tetB(58)|tetEFF-112_1|ECV|CARD|APB03215.1	C2|tetB(58)|tet-3_1|ECV|CARD|APB03215.1	tetX	
C2|tetB(60)|tet-22_1|ECV|ResFinder|KX000273.1	tetB(60)	C2|tetB(60)|tet-22_1|ECV|ResFinder|KX000273.1	C2|tetB(60)|tet-22_1|ECV|ResFinder|KX000273.1	tetX	
C2|tetB(P)|tetRPG-14_2|EMV|ResFinderFG|KF628682.1	tetB(P)	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	tetM	
C2|tetB(P)|tetRPG-14_1|EMV|ResFinderFG|KU607462.1	tetB(P)	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	tetM	
C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	tetB(P)	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	tetM	
C2|tetB(P)|tetRPG-14_6|LMS|Ruppe_2019|MC3.MG205.AS1.GP1.C30596.G2	tetB(P)	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	tetM	
C2|tetB(P)|tetRPG-14_5|LMP|Victor_2025|HoATET_rpg_sequ8ence	tetB(P)	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	tetM	
C2|tetB(P)|tetRPG-14_3|EMV|ResFinderFG|KU546683.1	tetB(P)	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	C2|tetB(P)|tetRPG-14_4|EMV|ResFinder|NC.010937	tetM	
C2|thfT|misc-246_1|ECV|CARD|QCK45398.1	thfT	C2|thfT|misc-246_1|ECV|CARD|QCK45398.1	C2|thfT|misc-246_1|ECV|CARD|QCK45398.1	tetM	
C2|tlr(C)|misc-322_1|ECV|ResFinder|M57437.1	tlr(C)	C2|tlr(C)|misc-322_1|ECV|ResFinder|M57437.1	C2|tlr(C)|misc-322_1|ECV|ResFinder|M57437.1	tetM	
C2|tmexC|mex-20_2|EMV|ResFinder|LC633285.1	tmexC	C2|tmexC|mex-20_4|EMV|ResFinder|MK347425.1	C2|tmexC|mex-20_4|EMV|ResFinder|MK347425.1	tetM	
C2|tmexC|mex-20_4|EMV|ResFinder|MK347425.1	tmexC	C2|tmexC|mex-20_4|EMV|ResFinder|MK347425.1	C2|tmexC|mex-20_4|EMV|ResFinder|MK347425.1	tetM	
C2|tmexC|mex-20_1|EMV|ResFinder|CP091084.1	tmexC	C2|tmexC|mex-20_4|EMV|ResFinder|MK347425.1	C2|tmexC|mex-20_4|EMV|ResFinder|MK347425.1	tetM	
C2|tmexC|mex-20_3|EMV|ResFinder|MN175502.1	tmexC	C2|tmexC|mex-20_4|EMV|ResFinder|MK347425.1	C2|tmexC|mex-20_4|EMV|ResFinder|MK347425.1	tetM	
C2|tmexD|mex-21_2|EMV|ResFinder|LC633285.1	tmexD	C2|tmexD|mex-21_4|EMV|ResFinder|MK347425.1	C2|tmexD|mex-21_4|EMV|ResFinder|MK347425.1	tetM	
C2|tmexD|mex-21_4|EMV|ResFinder|MK347425.1	tmexD	C2|tmexD|mex-21_4|EMV|ResFinder|MK347425.1	C2|tmexD|mex-21_4|EMV|ResFinder|MK347425.1	tetM	
C2|tmexD|mex-21_3|EMV|ResFinder|MN175502.1	tmexD	C2|tmexD|mex-21_4|EMV|ResFinder|MK347425.1	C2|tmexD|mex-21_4|EMV|ResFinder|MK347425.1	tetM	
C2|tmexD|mex-21_1|EMV|ResFinder|CP091084.1	tmexD	C2|tmexD|mex-21_4|EMV|ResFinder|MK347425.1	C2|tmexD|mex-21_4|EMV|ResFinder|MK347425.1	tetM	
C2|tmrB|misc-196_1|ECV|CARD|CAB12108.2	tmrB	C2|tmrB|misc-196_1|ECV|CARD|CAB12108.2	C2|tmrB|misc-196_1|ECV|CARD|CAB12108.2	tetM	
C2|tolC|misc-108_1|EMV|CARD|ACN32294.1	tolC	C2|tolC|misc-108_1|EMV|CARD|ACN32294.1	C2|tolC|misc-108_1|EMV|CARD|ACN32294.1	tetM	
C2|triA|misc-42_1|ECV|CARD|AAG03546.1	triA	C2|triA|misc-42_1|ECV|CARD|AAG03546.1	C2|triA|misc-42_1|ECV|CARD|AAG03546.1	tetM	
C2|triB|misc-27_1|ECV|CARD|AAG03547.1	triB	C2|triB|misc-43_1|ECV|CARD|AAG03547.1	C2|triB|misc-43_1|ECV|CARD|AAG03547.1	tetM	
C2|triB|misc-43_1|ECV|CARD|AAG03547.1	triB	C2|triB|misc-43_1|ECV|CARD|AAG03547.1	C2|triB|misc-43_1|ECV|CARD|AAG03547.1	tetM	
C2|triC|misc-44_1|ECV|CARD|AAG03548.1	triC	C2|triC|misc-44_1|ECV|CARD|AAG03548.1	C2|triC|misc-44_1|ECV|CARD|AAG03548.1	tetM	
C2|tsnR|misc-8_1|ECV|CARD|AAA99931.1	tsnR	C2|tsnR|misc-8_1|ECV|CARD|AAA99931.1	C2|tsnR|misc-8_1|ECV|CARD|AAA99931.1	tetM	
C2|tva(A)|misc-323_1|ECV|ResFinder|ENA.SOX29786	tva(A)	C2|tva(A)|misc-323_1|ECV|ResFinder|ENA.SOX29786	C2|tva(A)|misc-323_1|ECV|ResFinder|ENA.SOX29786	tetM	
C2|ugd|misc-24_1|EMV|CARD|AAC75089.1	ugd	C2|ugd|misc-24_1|EMV|CARD|AAC75089.1	C2|ugd|misc-24_1|EMV|CARD|AAC75089.1	tetM	
C2|vanC|van-1_1|EMV|CARD|AAA24786.1	vanC	C2|vanC|van-1_1|EMV|CARD|AAA24786.1	C2|vanC|van-1_1|EMV|CARD|AAA24786.1	tetM	
C2|vanEXY|van-46_1|ECV|ResFinder|FJ872411.1	vanEXY	C2|vanEXY|van-46_1|ECV|ResFinder|FJ872411.1	C2|vanEXY|van-46_1|ECV|ResFinder|FJ872411.1	tetM	
C2|vanEXY|van-47_1|ECV|ResFinder|FJ872411.2	vanEXY	C2|vanEXY|van-47_1|ECV|ResFinder|FJ872411.2	C2|vanEXY|van-47_1|ECV|ResFinder|FJ872411.2	tetM	
C2|vanE|van-48_1|ECV|ResFinder|AF136925.1	vanE	C2|vanE|van-48_1|ECV|ResFinder|AF136925.1	C2|vanE|van-48_1|ECV|ResFinder|AF136925.1	tetM	
C2|vanF|van-10_1|ECV|CARD|AAF36803.1	vanF	C2|vanF|van-10_1|ECV|CARD|AAF36803.1	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanG2XY|van-49_1|ECV|ResFinder|FJ872410.1	vanG2XY	C2|vanG2XY|van-49_1|ECV|ResFinder|FJ872410.1	C2|vanGXY|van-50_1|ECV|ResFinder|AY271782.1	tetM	
C2|vanGXY|van-50_1|ECV|ResFinder|AY271782.1	vanGXY	C2|vanGXY|van-50_1|ECV|ResFinder|AY271782.1	C2|vanGXY|van-50_1|ECV|ResFinder|AY271782.1	tetM	
C2|vanG|van-51_2|ECV|ResFinder|AY271782.2	vanG	C2|vanG|van-51_2|ECV|ResFinder|AY271782.2	C2|vanG|van-51_2|ECV|ResFinder|AY271782.2	tetM	
C2|vanG|van-51_1|ECV|ResFinder|FJ872410.2	vanG	C2|vanG|van-51_2|ECV|ResFinder|AY271782.2	C2|vanG|van-51_2|ECV|ResFinder|AY271782.2	tetM	
C2|vanHAX|van-52_1|EMV|ResFinder|2.AY926880	vanHAX	C2|vanHAX|van-52_4|EMV|ResFinder|FJ866609.1	C2|vanHAX|van-55_1|EMV|ResFinder|1.NoAcc	tetM	
C2|vanHAX|van-52_3|EMV|ResFinder|M97297.1	vanHAX	C2|vanHAX|van-52_4|EMV|ResFinder|FJ866609.1	C2|vanHAX|van-55_1|EMV|ResFinder|1.NoAcc	tetM	
C2|vanHAX|van-52_2|ECV|ResFinder|1.DQ018710	vanHAX	C2|vanHAX|van-52_4|EMV|ResFinder|FJ866609.1	C2|vanHAX|van-55_1|EMV|ResFinder|1.NoAcc	tetM	
C2|vanHAX|van-52_4|EMV|ResFinder|FJ866609.1	vanHAX	C2|vanHAX|van-52_4|EMV|ResFinder|FJ866609.1	C2|vanHAX|van-55_1|EMV|ResFinder|1.NoAcc	tetM	
C2|vanHAX|van-53_3|ECV|ResFinder|1.DQ018710	vanHAX	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	vanHAX	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanHAX|van-53_2|ECV|ResFinder|2.AY926880	vanHAX	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanHAX|van-53_4|EMV|ResFinder|M97297.2	vanHAX	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanHAX|van-53_1|EMV|ResFinder|1.NoAcc	vanHAX	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	vanHAX	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHAX|van-54_1|ECV|ResFinder|1.NoAcc	vanHAX	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHAX|van-54_4|EMV|CARD|AAA65957.1	vanHAX	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHAX|van-54_2|EMV|ResFinder|M97297.3	vanHAX	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHAX|van-55_1|EMV|ResFinder|1.NoAcc	vanHAX	C2|vanHAX|van-55_1|EMV|ResFinder|1.NoAcc	C2|vanHAX|van-55_1|EMV|ResFinder|1.NoAcc	tetM	
C2|vanHAX|van-56_1|EMV|ResFinder|1.DQ018711	vanHAX	C2|vanHAX|van-56_1|EMV|ResFinder|1.DQ018711	C2|vanHMX|van-71_1|EMV|ResFinder|FJ349556.1	tetM	
C2|vanHAX|van-57_1|EMV|ResFinder|1.DQ018711	vanHAX	C2|vanHAX|van-57_1|EMV|ResFinder|1.DQ018711	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanHAX|van-58_1|ECV|ResFinder|1.DQ018711	vanHAX	C2|vanHAX|van-58_1|ECV|ResFinder|1.DQ018711	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHAX|van-59_2|ECV|ResFinder|1.DQ018710	vanHAX	C2|vanHAX|van-59_1|ECV|ResFinder|2.AY926880	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHAX|van-59_1|ECV|ResFinder|2.AY926880	vanHAX	C2|vanHAX|van-59_1|ECV|ResFinder|2.AY926880	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHBX|van-60_2|EMV|ResFinder|AF192329.1	vanHBX	C2|vanHBX|van-60_2|EMV|ResFinder|AF192329.1	C2|vanHBX|van-60_2|EMV|ResFinder|AF192329.1	tetM	
C2|vanHBX|van-60_1|EMV|ResFinder|U35369.1	vanHBX	C2|vanHBX|van-60_2|EMV|ResFinder|AF192329.1	C2|vanHBX|van-60_2|EMV|ResFinder|AF192329.1	tetM	
C2|vanHBX|van-61_2|EMV|ResFinder|U35369.2	vanHBX	C2|vanHBX|van-61_3|EMV|ResFinder|AF192329.2	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanHBX|van-61_3|EMV|ResFinder|AF192329.2	vanHBX	C2|vanHBX|van-61_3|EMV|ResFinder|AF192329.2	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanHBX|van-61_1|EMV|CARD|AHH83938.1	vanHBX	C2|vanHBX|van-61_3|EMV|ResFinder|AF192329.2	C2|vanHAX|van-53_5|EMV|ResFinder|FJ866609.2	tetM	
C2|vanHBX|van-62_3|EMV|CARD|AAB05628.1	vanHBX	C2|vanHBX|van-62_2|EMV|ResFinder|AF192329.3	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHBX|van-62_1|EMV|ResFinder|U35369.3	vanHBX	C2|vanHBX|van-62_2|EMV|ResFinder|AF192329.3	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHBX|van-62_2|EMV|ResFinder|AF192329.3	vanHBX	C2|vanHBX|van-62_2|EMV|ResFinder|AF192329.3	C2|vanHAX|van-54_3|EMV|ResFinder|FJ866609.3	tetM	
C2|vanHDX|van-63_1|ECV|ResFinder|EU999036.1	vanHDX	C2|vanHDX|van-63_3|ECV|ResFinder|AF175293.1	C2|vanHDX|van-66_1|ECV|ResFinder|DQ172830.1	tetM	
C2|vanHDX|van-63_4|ECV|ResFinder|AF130997.1	vanHDX	C2|vanHDX|van-63_3|ECV|ResFinder|AF175293.1	C2|vanHDX|van-66_1|ECV|ResFinder|DQ172830.1	tetM	
